"";"BirdId";"MS";"TA";"BH";"LogitH";"H";"LogitB";"B";"HT";"WL";"YP";"SY";"CL";"LogitSurvWS";"U";"TH";"SurvWS";"HS";"LS";"CS";"Cort";"Cho";"DS";"AgeN";"SexN";"Sex";"Age";"MonthNum";"Density";"Latitude";"Longitude";"ObsCatchNr";"Area";"Catching_loc";"CapDate";"SampleYear"
"1363";"9222";514;99;4;NA;NA;NA;NA;0,116666667;265;2;"2016_2017";"Rottum&kust";2,27186225539678;NA;117,3000031;0,906519718;66,7;42,4;NA;2,592027324;NA;115;3;1;"F";"Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1364";"9223";583;96;4,400000095;-0,273321512438067;0,432091851;-4,91519690161501;0,0072808737;0,114583333;255;2;"2016_2017";"Rottum&kust";2,55267289485633;0,574;115,4000015;0,927752877;69,2;40,6;50,1;2,692338515;6,3;115;2;2;"M";"Sub-Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1365";"9224";564;95;3,700000048;-0,0429513871194909;0,4892638037;-4,74865190890381;0,00858895706;0,113194444;270;2;"2016_2017";"Rottum&kust";2,27186225539678;0,944;119,8000031;0,906519718;72,4;74,5;82,5;3,406384628;8,4;115;3;1;"F";"Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1366";"9225";595;98;4,900000095;0,100277689876674;0,5250484362;-5,0504132660857;0,00636590091;0,111111111;270;2;"2016_2017";"Rottum&kust";2,27186225539678;0,613;115,5;0,906519718;61,3;67,8;85;3,673362051;8,5;115;3;2;"M";"Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1367";"9226";477;87;4,400000095;-0,107153360920706;0,473237262;-4,64465074102372;0,00952135872;0,125;242;2;"2016_2017";"Rottum&kust";2,55267289485633;1,119;104,9000015;0,927752877;69,1;51,6;63,3;5,356303498;7,2;115;2;2;"M";"Sub-Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1368";"9227";591;100;5;-0,249941744622661;0,4378378378;-4,77368721967495;0,00837837838;0,136111111;272;2;"2016_2017";"Rottum&kust";2,27186225539678;NA;115,5999985;0,906519718;66,8;71,2;83,3;2,645850699;NA;115;3;2;"M";"Adult";4;117,804968759018;53,45976257;6,784935474;"66900364";"Eemshaven";"Rottum&kust";"24-2-2017";"2016_2017"
"1369";"9228";470;97;4,900000095;-0,434123195785169;0,3931421815;-4,9002250127173;0,00738989063;0,061111111;262;2;"2016_2017";"Balgzand&Texel";1,80340795430002;0,165;113,0999985;0,858563277;64;40,1;55,2;4,60055145;6,7;119;2;2;"M";"Sub-Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1370";"9229";551;97;4,099999905;-0,373539190864286;0,4076861059;-4,88198990452946;0,00752485891;0,063194444;266;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,523;122,4000015;0,869903443;59,3;66,7;85,8;2,085087742;5,3;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1371";"9230";548;100;4,900000095;NA;NA;NA;NA;0,065277778;267;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,332;117,5999985;0,869903443;57,7;65,7;86,6;3,287237931;5,3;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1372";"9231";564;96;3,299999952;NA;NA;NA;NA;0,066666667;271;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,574;117,4000015;0,869903443;57,7;64,7;85,6;NA;6,9;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1373";"9232";587;100;2,900000095;-0,174833621286869;0,4564025909;-5,03294859263828;0,00647732935;0,067361111;267;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,327;115,4000015;0,869903443;61,6;68;84,8;2,934825301;6,4;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1374";"9233";590;95;4;NA;NA;NA;NA;0,06875;266;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,398;115,0999985;0,869903443;55,6;64,4;87,8;4,340861691;6,4;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1375";"9234";487;95;4,300000191;-0,225328841641658;0,4439049323;-4,79811222893719;0,00817786864;0,072222222;266;2;"2016_2017";"Balgzand&Texel";1,90010529952185;NA;116,4000015;0,869903443;57,1;65,3;86,9;4,31037587;NA;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1376";"9235";516;92;2,900000095;-0,0166984756048226;0,4958254781;-4,81028553516264;0,0080797199;0,059722222;258;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,469;113,5999985;0,869903443;54,5;63,7;88,5;3,497082817;6,1;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1377";"9236";489;97;4,599999905;-0,412191834031118;0,3983866771;-5,02860618006531;0,00650533437;0,070833333;253;2;"2016_2017";"Balgzand&Texel";1,80340795430002;0,254;116,8000031;0,858563277;64;49,3;64,1;4,249689018;6;119;2;2;"M";"Sub-Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1378";"9237";544;96;3,799999952;NA;NA;NA;NA;0,058333333;267;2;"2016_2017";"Balgzand&Texel";1,90010529952185;NA;115,1999969;0,869903443;59,3;66,7;85,8;4,557076249;NA;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1379";"9238";570;100;2,900000095;-0,184124983614551;0,4540983607;-4,90197716626165;0,00737704918;0,056944444;266;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,306;119,5;0,869903443;62,3;68,5;84,6;1,510645305;6,4;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1380";"9239";555;96;4,699999809;-0,124417405594417;0,4689357104;-6,6058390433823;0,00135062129;0,055555556;272;2;"2016_2017";"Balgzand&Texel";1,90010529952185;NA;118,6999969;0,869903443;51,6;61,8;90,7;1,47102514;NA;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
"1381";"9240";609;101;3,5;-0,179161088733105;0,4553291536;-4,91055183497515;0,00731452456;0,053472222;277;2;"2016_2017";"Balgzand&Texel";1,90010529952185;0,387;122,8000031;0,869903443;59,6;66,9;85,7;3,427349032;6,1;119;3;2;"M";"Adult";4;13,5771660679298;53,01968765;4,804700851;"66900365";"Molenkolk Texel";"Balgzand&Texel";"28-2-2017";"2016_2017"
